species_slug,BL,WL,under_sampled,red_list,cert_list,lists
carduus-nutans,0,0,0,3,0,['red_list']
carduus-personata,0,0,0,1,1,['red_list' 'cert_list']
carduus-tenuiflorus,0,0,0,1,0,['red_list']
carex-acuta,0,0,0,2,0,['red_list']
carex-acutiformis,0,0,0,1,1,['red_list' 'cert_list']
carex-alba,0,0,0,1,0,['red_list']
carex-appropinquata,0,0,0,1,0,['red_list']
carex-atrata,0,0,2,3,1,['under_sampled' 'red_list' 'cert_list']
carex-atrofusca,0,0,0,1,0,['red_list']
carex-austroalpina,0,0,0,1,0,['red_list']
carex-baldensis,0,0,0,1,0,['red_list']
carex-bicolor,0,0,0,1,0,['red_list']
carex-bohemica,0,0,0,1,0,['red_list']
carex-brachystachys,0,0,0,1,0,['red_list']
carex-brizoides,0,0,0,1,0,['red_list']
carex-brunnescens,0,0,1,3,0,['under_sampled' 'red_list']
carex-buxbaumii,0,0,0,1,0,['red_list']
carex-canescens,0,0,0,1,0,['red_list']
carex-capillaris,0,0,0,1,0,['red_list']
carex-caryophyllea,0,0,0,1,1,['red_list' 'cert_list']
carex-cespitosa,0,0,0,1,0,['red_list']
carex-chordorrhiza,0,0,0,1,0,['red_list']
carex-curvula,0,0,0,3,1,['red_list' 'cert_list']
carex-davalliana,0,0,0,1,1,['red_list' 'cert_list']
carex-demissa,0,0,1,1,0,['under_sampled' 'red_list']
carex-depauperata,0,0,0,1,0,['red_list']
carex-diandra,0,0,0,1,0,['red_list']
carex-digitata,0,0,0,1,1,['red_list' 'cert_list']
carex-dioica,0,0,0,1,0,['red_list']
carex-distans,0,0,0,1,0,['red_list']
carex-disticha,0,0,0,1,0,['red_list']
carex-divulsa,0,0,0,1,0,['red_list']
carex-echinata,0,0,0,1,1,['red_list' 'cert_list']
carex-elata,0,0,0,1,1,['red_list' 'cert_list']
carex-elongata,0,0,0,1,0,['red_list']
carex-ericetorum,0,0,0,1,0,['red_list']
carex-ferruginea,0,0,0,1,1,['red_list' 'cert_list']
carex-fimbriata,0,0,0,1,0,['red_list']
carex-firma,0,0,0,1,1,['red_list' 'cert_list']
carex-flacca,0,0,0,1,1,['red_list' 'cert_list']
carex-flava,0,0,0,2,1,['red_list' 'cert_list']
carex-foetida,0,0,0,1,0,['red_list']
carex-frigida,0,0,0,1,0,['red_list']
carex-fritschii,0,0,0,1,0,['red_list']
carex-halleriana,0,0,0,1,0,['red_list']
carex-hartmanii,0,0,0,1,0,['red_list']
carex-heleonastes,0,0,0,1,0,['red_list']
carex-hirta,0,0,0,1,1,['red_list' 'cert_list']
carex-hostiana,0,0,0,1,0,['red_list']
carex-humilis,0,0,0,1,0,['red_list']
carex-juncella,0,0,0,1,0,['red_list']
carex-lachenalii,0,0,1,1,0,['under_sampled' 'red_list']
carex-lasiocarpa,0,0,0,1,0,['red_list']
carex-leersii,0,0,0,1,0,['red_list']
carex-lepidocarpa,0,0,0,1,0,['red_list']
carex-leporina,0,0,0,1,0,['red_list']
carex-limosa,0,0,0,1,0,['red_list']
carex-liparocarpos,0,0,0,1,0,['red_list']
carex-maritima,0,0,0,1,0,['red_list']
carex-microglochin,0,0,0,1,0,['red_list']
carex-montana,0,0,0,1,0,['red_list']
carex-mucronata,0,0,1,1,0,['under_sampled' 'red_list']
carex-muricata,0,0,0,1,1,['red_list' 'cert_list']
carex-nigra,0,0,0,1,1,['red_list' 'cert_list']
carex-norvegica,0,0,0,1,0,['red_list']
carex-ornithopoda,0,0,0,1,0,['red_list']
carex-ornithopodioides,0,0,0,1,0,['red_list']
carex-otrubae,0,0,0,1,0,['red_list']
carex-pairae,0,0,0,1,0,['red_list']
carex-pallescens,0,0,0,1,1,['red_list' 'cert_list']
carex-panicea,0,0,0,1,1,['red_list' 'cert_list']
carex-paniculata,0,0,0,1,0,['red_list']
carex-parviflora,0,0,0,1,1,['red_list' 'cert_list']
carex-pauciflora,0,0,0,1,0,['red_list']
carex-paupercula,0,0,0,1,0,['red_list']
carex-pendula,0,0,0,1,1,['red_list' 'cert_list']
carex-pilosa,0,0,0,1,0,['red_list']
carex-pilulifera,0,0,0,1,0,['red_list']
carex-praecox,0,0,0,1,0,['red_list']
carex-pseudocyperus,0,0,0,1,0,['red_list']
carex-pulicaris,0,0,0,1,0,['red_list']
carex-punctata,0,0,0,1,0,['red_list']
carex-randalpina,0,0,0,1,0,['red_list']
carex-remota,0,0,0,1,0,['red_list']
carex-riparia,0,0,0,1,0,['red_list']
carex-rostrata,0,0,0,1,0,['red_list']
carex-rupestris,0,0,0,1,0,['red_list']
carex-sempervirens,0,0,0,1,1,['red_list' 'cert_list']
carex-spicata,0,0,0,1,0,['red_list']
carex-strigosa,0,0,0,1,0,['red_list']
carex-sylvatica,0,0,0,1,1,['red_list' 'cert_list']
carex-tomentosa,0,0,0,1,0,['red_list']
carex-umbrosa,0,0,0,1,0,['red_list']
carex-vaginata,0,0,0,1,0,['red_list']
carex-vesicaria,0,0,0,1,0,['red_list']
carex-viridula,0,0,0,1,0,['red_list']
carex-vulpina,0,0,0,1,0,['red_list']
carlina-acaulis,0,0,0,1,1,['red_list' 'cert_list']
carlina-biebersteinii,0,0,0,2,0,['red_list']
carlina-vulgaris,0,0,0,2,0,['red_list']
carpesium-cernuum,0,0,0,1,0,['red_list']
carpinus-betulus,0,0,0,1,1,['red_list' 'cert_list']
carthamus-lanatus,0,0,0,1,0,['red_list']
carum-carvi,0,0,0,1,1,['red_list' 'cert_list']
castanea-sativa,0,0,0,1,1,['red_list' 'cert_list']
catabrosa-aquatica,0,0,1,1,0,['under_sampled' 'red_list']
catapodium-rigidum,0,0,0,1,0,['red_list']
caucalis-platycarpos,0,0,0,1,0,['red_list']
celtis-australis,0,0,0,1,0,['red_list']
centaurea-calcitrapa,0,0,0,1,0,['red_list']
centaurea-cyanus,0,0,0,1,1,['red_list' 'cert_list']
centaurea-jacea,0,0,0,4,1,['red_list' 'cert_list']
centaurea-montana,0,0,0,1,1,['red_list' 'cert_list']
centaurea-nemoralis,0,0,0,1,0,['red_list']
centaurea-nervosa,0,0,0,1,0,['red_list']
centaurea-nigrescens,0,0,0,1,0,['red_list']
centaurea-pseudophrygia,0,0,0,1,0,['red_list']
centaurea-rhaetica,0,0,0,1,0,['red_list']
centaurea-scabiosa,0,0,1,4,1,['under_sampled' 'red_list' 'cert_list']
centaurea-splendens,0,0,0,1,0,['red_list']
centaurea-stoebe,0,0,0,1,0,['red_list']
centaurea-triumfettii,0,0,0,1,0,['red_list']
centaurea-valesiaca,0,0,0,1,0,['red_list']
centaurium-erythraea,0,0,0,1,0,['red_list']
centaurium-pulchellum,0,0,0,1,0,['red_list']
centranthus-angustifolius,0,0,0,1,0,['red_list']
cephalanthera-damasonium,0,0,0,1,0,['red_list']
cephalanthera-longifolia,0,0,0,1,0,['red_list']
cephalanthera-rubra,0,0,0,1,0,['red_list']
cephalaria-alpina,0,0,0,1,0,['red_list']
cerastium-alpinum,0,0,0,1,0,['red_list']
cerastium-arvense,0,0,1,4,1,['under_sampled' 'red_list' 'cert_list']
cerastium-austroalpinum,0,0,0,1,0,['red_list']
cerastium-brachypetalum,0,0,1,3,0,['under_sampled' 'red_list']
cerastium-cerastoides,0,0,0,1,0,['red_list']
cerastium-fontanum,0,0,0,4,1,['red_list' 'cert_list']
cerastium-glomeratum,0,0,0,1,0,['red_list']
cerastium-glutinosum,0,0,0,1,0,['red_list']
cerastium-latifolium,0,0,0,1,1,['red_list' 'cert_list']
cerastium-pedunculatum,0,0,0,1,0,['red_list']
cerastium-pumilum,0,0,0,2,0,['red_list']
cerastium-semidecandrum,0,0,0,1,0,['red_list']
cerastium-uniflorum,0,0,0,1,1,['red_list' 'cert_list']
ceratophyllum-demersum,0,0,0,1,0,['red_list']
ceratophyllum-submersum,0,0,0,1,0,['red_list']
cerinthe-glabra,0,0,0,1,0,['red_list']
chaenorrhinum-minus,0,0,0,1,1,['red_list' 'cert_list']
chaerophyllum-aureum,0,0,0,1,0,['red_list']
chaerophyllum-elegans,0,0,0,1,0,['red_list']
chaerophyllum-hirsutum,0,0,0,2,1,['red_list' 'cert_list']
chaerophyllum-temulum,0,0,0,1,0,['red_list']
chaerophyllum-villarsii,0,0,0,1,0,['red_list']
chamaecytisus-hirsutus,0,0,0,1,0,['red_list']
chamaecytisus-supinus,0,0,0,1,0,['red_list']
chamorchis-alpina,0,0,0,1,0,['red_list']
chelidonium-majus,0,0,0,1,1,['red_list' 'cert_list']
chenopodium-album,0,0,0,1,1,['red_list' 'cert_list']
chenopodium-bonus-henricus,0,0,0,1,1,['red_list' 'cert_list']
chenopodium-botrys,0,0,0,1,0,['red_list']
chenopodium-ficifolium,0,0,0,1,0,['red_list']
chenopodium-glaucum,0,0,0,1,0,['red_list']
chenopodium-hybridum,0,0,0,1,0,['red_list']
chenopodium-murale,0,0,1,1,0,['under_sampled' 'red_list']
chenopodium-opulifolium,0,0,0,1,0,['red_list']
chenopodium-polyspermum,0,0,0,1,0,['red_list']
chenopodium-rubrum,0,0,0,1,0,['red_list']
chenopodium-suecicum,0,0,0,1,0,['red_list']
chenopodium-urbicum,0,0,0,1,0,['red_list']
chenopodium-vulvaria,0,0,0,1,0,['red_list']
chimaphila-umbellata,0,0,0,1,0,['red_list']
chondrilla-chondrilloides,0,0,0,1,0,['red_list']
chondrilla-juncea,0,0,0,1,0,['red_list']
chrysopogon-gryllus,0,0,0,1,0,['red_list']
chrysosplenium-alternifolium,0,0,0,1,1,['red_list' 'cert_list']
chrysosplenium-oppositifolium,0,0,0,1,0,['red_list']
cicerbita-alpina,0,0,0,1,1,['red_list' 'cert_list']
cicerbita-plumieri,0,0,0,1,0,['red_list']
cichorium-intybus,0,0,0,1,1,['red_list' 'cert_list']
cicuta-virosa,0,0,0,1,0,['red_list']
circaea-alpina,0,0,0,1,0,['red_list']
circaea-lutetiana,0,0,0,1,1,['red_list' 'cert_list']
circaea-×intermedia,0,0,1,1,0,['under_sampled' 'red_list']
cirsium-acaule,0,0,0,1,0,['red_list']
cirsium-arvense,0,0,0,1,1,['red_list' 'cert_list']
cirsium-canum,0,0,0,1,0,['red_list']
cirsium-eriophorum,0,0,0,1,0,['red_list']
cirsium-erisithales,0,0,0,1,0,['red_list']
cirsium-helenioides,0,0,0,1,0,['red_list']
cirsium-montanum,0,0,0,1,0,['red_list']
cirsium-oleraceum,0,0,0,1,1,['red_list' 'cert_list']
cirsium-palustre,0,0,0,1,0,['red_list']
cirsium-rivulare,0,0,0,1,0,['red_list']
cirsium-spinosissimum,0,0,0,1,1,['red_list' 'cert_list']
cirsium-tuberosum,0,0,0,1,0,['red_list']
cirsium-vulgare,0,0,0,1,0,['red_list']
cistus-salviifolius,0,0,0,1,0,['red_list']
cladium-mariscus,0,0,0,1,0,['red_list']
cleistogenes-serotina,0,0,0,1,0,['red_list']
clematis-alpina,0,0,0,1,0,['red_list']
clematis-recta,0,0,0,1,0,['red_list']
clematis-vitalba,0,0,0,1,1,['red_list' 'cert_list']
clinopodium-vulgare,0,0,0,1,0,['red_list']
clypeola-jonthlaspi,0,0,0,1,0,['red_list']
cnidium-silaifolium,0,0,0,1,0,['red_list']
cochlearia-pyrenaica,0,0,0,1,0,['red_list']
coeloglossum-viride,0,0,0,1,1,['red_list' 'cert_list']
coincya-cheiranthos,0,0,0,1,0,['red_list']
colchicum-alpinum,0,0,0,1,0,['red_list']
colchicum-autumnale,0,0,0,1,1,['red_list' 'cert_list']
colutea-arborescens,0,0,0,1,0,['red_list']
conium-maculatum,0,0,0,1,0,['red_list']
consolida-regalis,0,0,0,1,1,['red_list' 'cert_list']
convallaria-majalis,0,0,0,1,1,['red_list' 'cert_list']
convolvulus-arvensis,0,0,0,1,1,['red_list' 'cert_list']
corallorhiza-trifida,0,0,0,1,0,['red_list']
cornus-mas,0,0,0,1,1,['red_list' 'cert_list']
cornus-sanguinea,0,0,0,1,1,['red_list' 'cert_list']
cornus-sericea,0,1,0,0,0,['WL']
coronilla-coronata,0,0,0,1,0,['red_list']
coronilla-minima,0,0,0,1,0,['red_list']
coronilla-vaginalis,0,0,0,1,0,['red_list']
coronopus-squamatus,0,0,0,1,0,['red_list']
corrigiola-litoralis,0,0,0,1,0,['red_list']
cortusa-matthioli,0,0,0,1,0,['red_list']
corydalis-cava,0,0,0,1,0,['red_list']
corydalis-intermedia,0,0,0,1,0,['red_list']
corydalis-lutea,0,0,0,1,0,['red_list']
corydalis-solida,0,0,0,1,0,['red_list']
corylus-avellana,0,0,0,1,1,['red_list' 'cert_list']
cotinus-coggygria,0,0,0,1,0,['red_list']
cotoneaster-integerrimus,0,0,0,1,1,['red_list' 'cert_list']
cotoneaster-tomentosus,0,0,0,1,0,['red_list']
crassula-helmsii,1,0,0,0,0,['BL']
crataegus-laevigata,0,0,0,1,1,['red_list' 'cert_list']
crataegus-lindmanii,0,0,0,1,0,['red_list']
crataegus-monogyna,0,0,0,2,1,['red_list' 'cert_list']
crataegus-rhipidophylla,0,0,0,1,0,['red_list']
crepis-alpestris,0,0,0,1,0,['red_list']
crepis-aurea,0,0,0,1,1,['red_list' 'cert_list']
crepis-biennis,0,0,0,1,1,['red_list' 'cert_list']
crepis-bocconei,0,0,0,1,0,['red_list']
crepis-capillaris,0,0,0,1,1,['red_list' 'cert_list']
crepis-conyzifolia,0,0,0,1,0,['red_list']
crepis-foetida,0,0,0,1,0,['red_list']
crepis-froelichiana,0,0,0,1,0,['red_list']
crepis-kerneri,0,0,0,1,0,['red_list']
crepis-mollis,0,0,0,1,0,['red_list']
crepis-paludosa,0,0,0,1,0,['red_list']
crepis-praemorsa,0,0,0,1,0,['red_list']
crepis-pygmaea,0,0,0,1,0,['red_list']
crepis-pyrenaica,0,0,0,1,0,['red_list']
crepis-rhaetica,0,0,0,1,0,['red_list']
crepis-tectorum,0,0,0,1,0,['red_list']
crepis-terglouensis,0,0,0,1,0,['red_list']
crepis-vesicaria,0,0,0,1,0,['red_list']
crocus-albiflorus,0,0,0,1,1,['red_list' 'cert_list']
cruciata-glabra,0,0,0,1,0,['red_list']
cruciata-laevipes,0,0,0,1,1,['red_list' 'cert_list']
cruciata-pedemontana,0,0,0,1,0,['red_list']
crupina-vulgaris,0,0,0,1,0,['red_list']
cryptogramma-crispa,0,0,0,1,0,['red_list']
cucubalus-baccifer,0,0,0,1,0,['red_list']
cuscuta-epilinum,0,0,0,1,0,['red_list']
cuscuta-epithymum,0,0,0,1,1,['red_list' 'cert_list']
cuscuta-europaea,0,0,0,1,0,['red_list']
cyclamen-hederifolium,0,0,0,1,0,['red_list']
cyclamen-purpurascens,0,0,0,1,0,['red_list']
cymbalaria-muralis,0,0,0,1,1,['red_list' 'cert_list']
cynodon-dactylon,0,0,0,1,0,['red_list']
cynoglossum-germanicum,0,0,0,1,0,['red_list']
cynoglossum-officinale,0,0,0,1,0,['red_list']
cynosurus-cristatus,0,0,0,1,1,['red_list' 'cert_list']
cynosurus-echinatus,0,0,0,1,0,['red_list']
cyperus-esculentus,1,0,0,0,0,['BL']
cyperus-flavescens,0,0,0,1,0,['red_list']
cyperus-fuscus,0,0,0,1,0,['red_list']
cyperus-glomeratus,0,0,0,1,0,['red_list']
cyperus-longus,0,0,0,1,0,['red_list']
cyperus-michelianus,0,0,0,1,0,['red_list']
cyperus-rotundus,0,0,0,1,0,['red_list']
cyperus-serotinus,0,0,0,1,0,['red_list']
cypripedium-calceolus,0,0,0,1,1,['red_list' 'cert_list']
cystopteris-alpina,0,0,1,1,0,['under_sampled' 'red_list']
cystopteris-dickieana,0,0,1,1,0,['under_sampled' 'red_list']
cystopteris-fragilis,0,0,0,1,1,['red_list' 'cert_list']
cystopteris-montana,0,0,1,1,0,['under_sampled' 'red_list']
cytisus-decumbens,0,0,0,1,0,['red_list']
cytisus-emeriflorus,0,0,0,1,0,['red_list']
cytisus-nigricans,0,0,0,1,0,['red_list']
cytisus-scoparius,0,0,0,1,0,['red_list']
dactylis-glomerata,0,0,0,1,1,['red_list' 'cert_list']
dactylis-polygama,0,0,0,1,0,['red_list']
dactylorhiza-cruenta,0,0,0,1,0,['red_list']
dactylorhiza-incarnata,0,0,0,3,0,['red_list']
dactylorhiza-lapponica,0,0,0,1,0,['red_list']
dactylorhiza-maculata,0,0,0,3,1,['red_list' 'cert_list']
dactylorhiza-majalis,0,0,0,1,0,['red_list']
dactylorhiza-sambucina,0,0,0,1,0,['red_list']
dactylorhiza-traunsteineri,0,0,0,1,0,['red_list']
danthonia-alpina,0,0,1,1,0,['under_sampled' 'red_list']
danthonia-decumbens,0,0,0,1,0,['red_list']
daphne-alpina,0,0,0,1,0,['red_list']
daphne-cneorum,0,0,0,1,0,['red_list']
daphne-laureola,0,0,0,1,0,['red_list']
daphne-mezereum,0,0,0,1,1,['red_list' 'cert_list']
daphne-striata,0,0,0,1,1,['red_list' 'cert_list']
daucus-carota,0,0,0,1,1,['red_list' 'cert_list']
delphinium-elatum,0,0,0,1,0,['red_list']
deschampsia-cespitosa,0,0,0,1,1,['red_list' 'cert_list']
deschampsia-littoralis,0,0,0,1,0,['red_list']
descurainia-sophia,0,0,0,1,0,['red_list']
dianthus-armeria,0,0,0,1,0,['red_list']
dianthus-carthusianorum,0,0,0,3,1,['red_list' 'cert_list']
dianthus-deltoides,0,0,0,1,0,['red_list']
dianthus-glacialis,0,0,0,1,0,['red_list']
dianthus-gratianopolitanus,0,0,0,1,0,['red_list']
dianthus-hyssopifolius,0,0,0,1,0,['red_list']
dianthus-seguieri,0,0,0,1,0,['red_list']
dianthus-superbus,0,0,0,3,1,['red_list' 'cert_list']
dianthus-sylvestris,0,0,0,1,1,['red_list' 'cert_list']
dictamnus-albus,0,0,0,1,0,['red_list']
digitalis-grandiflora,0,0,0,1,1,['red_list' 'cert_list']
digitalis-lutea,0,0,0,1,0,['red_list']
digitaria-ischaemum,0,0,0,1,0,['red_list']
digitaria-sanguinalis,0,0,0,1,0,['red_list']
diphasiastrum-alpinum,0,0,0,1,0,['red_list']
diphasiastrum-complanatum,0,0,0,1,0,['red_list']
diphasiastrum-tristachyum,0,0,0,1,0,['red_list']
diphasiastrum-×issleri,0,0,1,1,0,['under_sampled' 'red_list']
diphasiastrum-×zeilleri,0,0,0,1,0,['red_list']
diplotaxis-muralis,0,0,0,1,0,['red_list']
diplotaxis-tenuifolia,0,0,0,1,0,['red_list']
dipsacus-fullonum,0,0,0,1,1,['red_list' 'cert_list']
dipsacus-laciniatus,0,0,0,1,0,['red_list']
dipsacus-pilosus,0,0,0,1,0,['red_list']
doronicum-clusii,0,0,0,1,1,['red_list' 'cert_list']
doronicum-grandiflorum,0,0,0,1,1,['red_list' 'cert_list']
doronicum-pardalianches,0,0,0,1,0,['red_list']
dorycnium-germanicum,0,0,0,1,0,['red_list']
dorycnium-herbaceum,0,0,0,1,0,['red_list']
draba-aizoides,0,0,0,1,1,['red_list' 'cert_list']
draba-dubia,0,0,1,1,0,['under_sampled' 'red_list']
draba-fladnizensis,0,0,0,1,0,['red_list']
draba-hoppeana,0,0,0,1,0,['red_list']
draba-incana,0,0,0,1,0,['red_list']
draba-ladina,0,0,0,1,0,['red_list']
draba-muralis,0,0,0,1,0,['red_list']
draba-nemorosa,0,0,0,1,0,['red_list']
draba-siliquosa,0,0,1,1,0,['under_sampled' 'red_list']
draba-thomasii,0,0,1,1,0,['under_sampled' 'red_list']
draba-tomentosa,0,0,0,1,0,['red_list']
dracocephalum-austriacum,0,0,0,1,0,['red_list']
dracocephalum-ruyschiana,0,0,0,1,0,['red_list']
drosera-anglica,0,0,0,1,0,['red_list']
drosera-intermedia,0,0,0,1,0,['red_list']
drosera-rotundifolia,0,0,0,1,1,['red_list' 'cert_list']
drosera-×obovata,0,0,0,1,0,['red_list']
dryas-octopetala,0,0,0,1,1,['red_list' 'cert_list']
dryopteris-affinis,0,0,0,4,0,['red_list']
dryopteris-carthusiana,0,0,0,1,0,['red_list']
dryopteris-cristata,0,0,0,1,0,['red_list']
dryopteris-dilatata,0,0,0,1,0,['red_list']
dryopteris-expansa,0,0,0,1,0,['red_list']
dryopteris-filix-mas,0,0,0,1,1,['red_list' 'cert_list']
dryopteris-remota,0,0,0,1,0,['red_list']
dryopteris-villarii,0,0,0,1,0,['red_list']
echinochloa-crus-galli,0,0,0,1,0,['red_list']
echinocystis-lobata,1,0,0,0,0,['BL']
echinops-sphaerocephalus,0,0,0,1,0,['red_list']
echium-vulgare,0,0,0,1,1,['red_list' 'cert_list']
elatine-alsinastrum,0,0,0,1,0,['red_list']
elatine-hexandra,0,0,0,1,0,['red_list']
elatine-hydropiper,0,0,0,1,0,['red_list']
eleocharis-acicularis,0,0,0,1,0,['red_list']
eleocharis-atropurpurea,0,0,0,1,0,['red_list']
eleocharis-austriaca,0,0,0,1,0,['red_list']
eleocharis-mamillata,0,0,0,1,0,['red_list']
eleocharis-ovata,0,0,0,1,0,['red_list']
eleocharis-palustris,0,0,0,2,0,['red_list']
eleocharis-quinqueflora,0,0,0,1,0,['red_list']
eleocharis-uniglumis,0,0,0,1,0,['red_list']
elodea-canadensis,1,0,0,0,0,['BL']
elodea-nuttallii,1,0,0,0,0,['BL']
elymus-athericus,0,0,0,1,0,['red_list']
elymus-caninus,0,0,0,1,0,['red_list']
elymus-helveticus,0,0,0,1,0,['red_list']
elymus-hispidus,0,0,0,1,0,['red_list']
elymus-repens,0,0,0,1,1,['red_list' 'cert_list']
elyna-myosuroides,0,0,0,1,1,['red_list' 'cert_list']
empetrum-nigrum,0,0,1,3,1,['under_sampled' 'red_list' 'cert_list']
ephedra-helvetica,0,0,0,1,0,['red_list']
epilobium-alpestre,0,0,0,1,0,['red_list']
epilobium-alsinifolium,0,0,0,1,0,['red_list']
epilobium-anagallidifolium,0,0,0,1,0,['red_list']
epilobium-angustifolium,0,0,0,1,1,['red_list' 'cert_list']
epilobium-collinum,0,0,0,1,0,['red_list']
epilobium-dodonaei,0,0,0,1,0,['red_list']
epilobium-duriaei,0,0,0,1,0,['red_list']
epilobium-fleischeri,0,0,0,1,0,['red_list']
epilobium-hirsutum,0,0,0,1,0,['red_list']
epilobium-lanceolatum,0,0,1,1,0,['under_sampled' 'red_list']
epilobium-montanum,0,0,0,1,1,['red_list' 'cert_list']
epilobium-nutans,0,0,0,1,0,['red_list']
epilobium-obscurum,0,0,0,1,0,['red_list']
epilobium-palustre,0,0,0,1,0,['red_list']
epilobium-parviflorum,0,0,0,1,0,['red_list']
epilobium-roseum,0,0,0,1,0,['red_list']
epilobium-tetragonum,0,0,0,3,0,['red_list']
epipactis-atrorubens,0,0,0,1,0,['red_list']
epipactis-distans,0,0,0,1,0,['red_list']
epipactis-fageticola,0,0,0,1,0,['red_list']
epipactis-helleborine,0,0,0,2,0,['red_list']
epipactis-leptochila,0,0,0,1,0,['red_list']
epipactis-microphylla,0,0,0,1,0,['red_list']
epipactis-muelleri,0,0,0,1,0,['red_list']
epipactis-palustris,0,0,0,1,0,['red_list']
epipactis-placentina,0,0,0,1,0,['red_list']
epipactis-purpurata,0,0,0,1,0,['red_list']
epipactis-rhodanensis,0,0,0,1,0,['red_list']
epipogium-aphyllum,0,0,0,1,0,['red_list']
equisetum-arvense,0,0,0,1,1,['red_list' 'cert_list']
equisetum-fluviatile,0,0,0,1,0,['red_list']
equisetum-hyemale,0,0,0,1,1,['red_list' 'cert_list']
equisetum-palustre,0,0,0,1,0,['red_list']
equisetum-pratense,0,0,0,1,0,['red_list']
equisetum-ramosissimum,0,0,0,1,0,['red_list']
equisetum-sylvaticum,0,0,0,1,1,['red_list' 'cert_list']
equisetum-telmateia,0,0,0,1,1,['red_list' 'cert_list']
equisetum-variegatum,0,0,0,1,0,['red_list']
equisetum-×moorei,0,0,0,1,0,['red_list']
equisetum-×trachyodon,0,0,0,1,0,['red_list']
eragrostis-cilianensis,0,0,0,1,0,['red_list']
eragrostis-minor,0,0,0,1,0,['red_list']
eragrostis-pilosa,0,0,0,1,0,['red_list']
eranthis-hyemalis,0,0,0,1,0,['red_list']
erica-carnea,0,0,0,1,1,['red_list' 'cert_list']
erica-vagans,0,0,0,1,0,['red_list']
erigeron-acris,0,0,0,4,0,['red_list']
erigeron-alpinus,0,0,0,1,1,['red_list' 'cert_list']
erigeron-annuus,1,0,0,0,1,['BL' 'cert_list']
erigeron-atticus,0,0,0,1,0,['red_list']
erigeron-gaudinii,0,0,1,1,0,['under_sampled' 'red_list']
erigeron-glabratus,0,0,0,1,0,['red_list']
erigeron-neglectus,0,0,0,1,0,['red_list']
erigeron-uniflorus,0,0,0,1,1,['red_list' 'cert_list']
erinus-alpinus,0,0,0,1,0,['red_list']
eriophorum-angustifolium,0,0,0,1,1,['red_list' 'cert_list']
eriophorum-gracile,0,0,0,1,0,['red_list']
eriophorum-latifolium,0,0,0,1,1,['red_list' 'cert_list']
eriophorum-scheuchzeri,0,0,0,1,1,['red_list' 'cert_list']
eriophorum-vaginatum,0,0,0,1,1,['red_list' 'cert_list']
eritrichium-nanum,0,0,0,1,0,['red_list']
erodium-cicutarium,0,0,0,1,1,['red_list' 'cert_list']
erophila-praecox,0,0,0,1,0,['red_list']
erophila-spathulata,0,0,0,1,0,['red_list']
erophila-verna,0,0,0,2,0,['red_list']
erucastrum-gallicum,0,0,0,1,0,['red_list']
erucastrum-nasturtiifolium,0,0,0,1,0,['red_list']
eryngium-alpinum,0,0,0,1,0,['red_list']
eryngium-campestre,0,0,0,1,0,['red_list']
erysimum-cheiranthoides,0,0,0,1,0,['red_list']
erysimum-ochroleucum,0,0,0,1,0,['red_list']
erysimum-rhaeticum,0,0,0,1,0,['red_list']
erysimum-virgatum,0,0,0,1,0,['red_list']
erythronium-dens-canis,0,0,0,1,0,['red_list']
euonymus-europaeus,0,0,0,1,1,['red_list' 'cert_list']
euonymus-latifolius,0,0,0,1,0,['red_list']
eupatorium-cannabinum,0,0,0,1,1,['red_list' 'cert_list']
euphorbia-amygdaloides,0,0,0,1,1,['red_list' 'cert_list']
euphorbia-carniolica,0,0,0,1,0,['red_list']
euphorbia-cyparissias,0,0,0,1,1,['red_list' 'cert_list']
euphorbia-dulcis,0,0,0,1,0,['red_list']
euphorbia-esula,0,0,0,1,0,['red_list']
euphorbia-exigua,0,0,0,1,0,['red_list']
euphorbia-falcata,0,0,0,1,0,['red_list']
euphorbia-helioscopia,0,0,0,1,1,['red_list' 'cert_list']
euphorbia-palustris,0,0,0,1,0,['red_list']
euphorbia-peplus,0,0,0,1,0,['red_list']
euphorbia-platyphyllos,0,0,0,1,0,['red_list']
euphorbia-seguieriana,0,0,0,1,0,['red_list']
euphorbia-stricta,0,0,0,1,0,['red_list']
euphorbia-verrucosa,0,0,0,1,0,['red_list']
euphrasia-alpina,0,0,1,1,0,['under_sampled' 'red_list']
euphrasia-christii,0,0,0,1,0,['red_list']
euphrasia-cisalpina,0,0,1,1,0,['under_sampled' 'red_list']
euphrasia-hirtella,0,0,1,1,0,['under_sampled' 'red_list']
euphrasia-minima,0,0,0,1,1,['red_list' 'cert_list']
euphrasia-nemorosa,0,0,0,1,0,['red_list']
euphrasia-pectinata,0,0,1,1,0,['under_sampled' 'red_list']
euphrasia-picta,0,0,2,3,0,['under_sampled' 'red_list']
euphrasia-rostkoviana,0,0,0,4,1,['red_list' 'cert_list']
euphrasia-salisburgensis,0,0,0,1,0,['red_list']
euphrasia-stricta,0,0,0,1,0,['red_list']
fagus-sylvatica,0,0,0,1,1,['red_list' 'cert_list']
falcaria-vulgaris,0,0,0,1,0,['red_list']
fallopia-convolvulus,0,0,0,1,0,['red_list']
fallopia-dumetorum,0,0,0,1,0,['red_list']
festuca-acuminata,0,0,0,1,0,['red_list']
festuca-airoides,0,0,0,1,0,['red_list']
festuca-alpina,0,0,1,1,0,['under_sampled' 'red_list']
